X1,X2,Preference,Pair
"[1.18319291160483 0.154348808088413 0.318196283213024 0.183188099228245
 -0.506111981 6.56001258435196 0.0299269570178635 0.0672720013154699
 0.7742 0.8077]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"44.jpg,213.jpg"
"[1.18319291160483 0.154348808088413 0.318196283213024 0.183188099228245
 -0.506111981 6.56001258435196 0.0299269570178635 0.0672720013154699
 0.7742 0.8077]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"44.jpg,127.jpg"
"[1.24221806958749 0.0796294985523712 0.643815304528891 0.168057817084108
 0.880849172 7.05215239023609 0.004130476878834 0.154392439787833 0.9367
 0.9865]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"45.jpg,116.jpg"
"[1.24221806958749 0.0796294985523712 0.643815304528891 0.168057817084108
 0.880849172 7.05215239023609 0.004130476878834 0.154392439787833 0.9367
 0.9865]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"45.jpg,16.jpg"
"[1.24221806958749 0.0796294985523712 0.643815304528891 0.168057817084108
 0.880849172 7.05215239023609 0.004130476878834 0.154392439787833 0.9367
 0.9865]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"45.jpg,213.jpg"
"[1.24221806958749 0.0796294985523712 0.643815304528891 0.168057817084108
 0.880849172 7.05215239023609 0.004130476878834 0.154392439787833 0.9367
 0.9865]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"45.jpg,127.jpg"
"[1.01012210834376 0.103477744908247 0.492835928143713 0.155975030237609
 0.623167303 7.03147248893342 0.0093316204670681 0.134613171199599 0.8992
 0.9667]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"46.jpg,116.jpg"
"[1.01012210834376 0.103477744908247 0.492835928143713 0.155975030237609
 0.623167303 7.03147248893342 0.0093316204670681 0.134613171199599 0.8992
 0.9667]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"46.jpg,16.jpg"
"[1.01012210834376 0.103477744908247 0.492835928143713 0.155975030237609
 0.623167303 7.03147248893342 0.0093316204670681 0.134613171199599 0.8992
 0.9667]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"46.jpg,213.jpg"
"[1.01012210834376 0.103477744908247 0.492835928143713 0.155975030237609
 0.623167303 7.03147248893342 0.0093316204670681 0.134613171199599 0.8992
 0.9667]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"46.jpg,127.jpg"
"[0.692044039486026 0.113395458549509 0.322878861133495 0.242907565236801
 0.019909438 6.78253792051633 0.0143326408073691 0.108776734192631 0.6518
 0.8876]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"47.jpg,116.jpg"
"[0.692044039486026 0.113395458549509 0.322878861133495 0.242907565236801
 0.019909438 6.78253792051633 0.0143326408073691 0.108776734192631 0.6518
 0.8876]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"47.jpg,16.jpg"
"[0.692044039486026 0.113395458549509 0.322878861133495 0.242907565236801
 0.019909438 6.78253792051633 0.0143326408073691 0.108776734192631 0.6518
 0.8876]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"47.jpg,213.jpg"
"[0.692044039486026 0.113395458549509 0.322878861133495 0.242907565236801
 0.019909438 6.78253792051633 0.0143326408073691 0.108776734192631 0.6518
 0.8876]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"47.jpg,127.jpg"
"[1.06201000163896 0.192191493309649 0.330331476846058 0.213938029651304
 -1.954756273 6.24178136788201 0.0206300935925126 0.0596365730741541
 0.7211 0.8058]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"48.jpg,116.jpg"
"[1.06201000163896 0.192191493309649 0.330331476846058 0.213938029651304
 -1.954756273 6.24178136788201 0.0206300935925126 0.0596365730741541
 0.7211 0.8058]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"48.jpg,16.jpg"
"[1.06201000163896 0.192191493309649 0.330331476846058 0.213938029651304
 -1.954756273 6.24178136788201 0.0206300935925126 0.0596365730741541
 0.7211 0.8058]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"48.jpg,213.jpg"
"[1.06201000163896 0.192191493309649 0.330331476846058 0.213938029651304
 -1.954756273 6.24178136788201 0.0206300935925126 0.0596365730741541
 0.7211 0.8058]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"48.jpg,127.jpg"
"[0.842102746040412 0.117482030633836 0.376818314341444 0.197614818787593
 1.170132455 7.3875773171042 0.0191702323950292 0.112589142604971 0.8094
 0.8535]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"49.jpg,116.jpg"
"[0.842102746040412 0.117482030633836 0.376818314341444 0.197614818787593
 1.170132455 7.3875773171042 0.0191702323950292 0.112589142604971 0.8094
 0.8535]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"49.jpg,16.jpg"
"[0.842102746040412 0.117482030633836 0.376818314341444 0.197614818787593
 1.170132455 7.3875773171042 0.0191702323950292 0.112589142604971 0.8094
 0.8535]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"49.jpg,213.jpg"
"[0.842102746040412 0.117482030633836 0.376818314341444 0.197614818787593
 1.170132455 7.3875773171042 0.0191702323950292 0.112589142604971 0.8094
 0.8535]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"49.jpg,127.jpg"
"[1.02858528238194 0.0980855467332474 0.608986285108638 0.205009337738708
 0.710865997 7.23077435466859 0.0317415730479441 0.055552176952056 0.9128
 0.9145]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"50.jpg,116.jpg"
"[1.02858528238194 0.0980855467332474 0.608986285108638 0.205009337738708
 0.710865997 7.23077435466859 0.0317415730479441 0.055552176952056 0.9128
 0.9145]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"50.jpg,16.jpg"
"[1.02858528238194 0.0980855467332474 0.608986285108638 0.205009337738708
 0.710865997 7.23077435466859 0.0317415730479441 0.055552176952056 0.9128
 0.9145]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"50.jpg,213.jpg"
"[1.02858528238194 0.0980855467332474 0.608986285108638 0.205009337738708
 0.710865997 7.23077435466859 0.0317415730479441 0.055552176952056 0.9128
 0.9145]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"50.jpg,127.jpg"
"[0.76701085865559 0.119882398516203 0.555461531795038 0.15854427322371
 -0.0617448639999999 7.2096771628158 0.0081762321428571 0.15080605952381
 0.9158 0.9292]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"51.jpg,116.jpg"
"[0.76701085865559 0.119882398516203 0.555461531795038 0.15854427322371
 -0.0617448639999999 7.2096771628158 0.0081762321428571 0.15080605952381
 0.9158 0.9292]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"51.jpg,16.jpg"
"[0.76701085865559 0.119882398516203 0.555461531795038 0.15854427322371
 -0.0617448639999999 7.2096771628158 0.0081762321428571 0.15080605952381
 0.9158 0.9292]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"51.jpg,213.jpg"
"[0.76701085865559 0.119882398516203 0.555461531795038 0.15854427322371
 -0.0617448639999999 7.2096771628158 0.0081762321428571 0.15080605952381
 0.9158 0.9292]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"51.jpg,127.jpg"
"[0.0958437423774011 0.212707466494347 0.630592047654504 0.233086492656491
 -0.153866086 7.47971063262506 0.0087183654197129 0.15130559291362 0.889
 0.9575]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"52.jpg,116.jpg"
"[0.0958437423774011 0.212707466494347 0.630592047654504 0.233086492656491
 -0.153866086 7.47971063262506 0.0087183654197129 0.15130559291362 0.889
 0.9575]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"52.jpg,16.jpg"
"[0.0958437423774011 0.212707466494347 0.630592047654504 0.233086492656491
 -0.153866086 7.47971063262506 0.0087183654197129 0.15130559291362 0.889
 0.9575]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"52.jpg,213.jpg"
"[0.0958437423774011 0.212707466494347 0.630592047654504 0.233086492656491
 -0.153866086 7.47971063262506 0.0087183654197129 0.15130559291362 0.889
 0.9575]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"52.jpg,127.jpg"
"[0.359181120562092 0.135066171399726 0.600293281190592 0.217208487238472
 1.363717957 7.67112598988475 0.0123334666666667 0.146466533333333 0.9083
 0.9037]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"53.jpg,116.jpg"
"[0.359181120562092 0.135066171399726 0.600293281190592 0.217208487238472
 1.363717957 7.67112598988475 0.0123334666666667 0.146466533333333 0.9083
 0.9037]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"53.jpg,16.jpg"
"[0.359181120562092 0.135066171399726 0.600293281190592 0.217208487238472
 1.363717957 7.67112598988475 0.0123334666666667 0.146466533333333 0.9083
 0.9037]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"53.jpg,213.jpg"
"[0.359181120562092 0.135066171399726 0.600293281190592 0.217208487238472
 1.363717957 7.67112598988475 0.0123334666666667 0.146466533333333 0.9083
 0.9037]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"53.jpg,127.jpg"
"[0.760538871614928 0.177735977885932 0.378084048997173 0.182418449228519
 1.226765638 7.12814611367028 0.0240622800039872 0.120961678329346 0.7963
 0.782]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"54.jpg,116.jpg"
"[0.760538871614928 0.177735977885932 0.378084048997173 0.182418449228519
 1.226765638 7.12814611367028 0.0240622800039872 0.120961678329346 0.7963
 0.782]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"54.jpg,16.jpg"
"[0.760538871614928 0.177735977885932 0.378084048997173 0.182418449228519
 1.226765638 7.12814611367028 0.0240622800039872 0.120961678329346 0.7963
 0.782]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"54.jpg,213.jpg"
"[0.760538871614928 0.177735977885932 0.378084048997173 0.182418449228519
 1.226765638 7.12814611367028 0.0240622800039872 0.120961678329346 0.7963
 0.782]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"54.jpg,127.jpg"
"[1.23743518361927 0.103066178327894 0.751580492196878 0.142601222570057
 0.517504055 6.48562585856566 0.0299014861717025 0.0620828888282975 0.9591
 0.9813]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"55.jpg,116.jpg"
"[1.23743518361927 0.103066178327894 0.751580492196878 0.142601222570057
 0.517504055 6.48562585856566 0.0299014861717025 0.0620828888282975 0.9591
 0.9813]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"55.jpg,16.jpg"
"[1.23743518361927 0.103066178327894 0.751580492196878 0.142601222570057
 0.517504055 6.48562585856566 0.0299014861717025 0.0620828888282975 0.9591
 0.9813]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"55.jpg,213.jpg"
"[1.23743518361927 0.103066178327894 0.751580492196878 0.142601222570057
 0.517504055 6.48562585856566 0.0299014861717025 0.0620828888282975 0.9591
 0.9813]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"55.jpg,127.jpg"
"[1.0034560785998 0.103929343272862 0.431806261086342 0.244582324185292
 0.98241023 7.28164744116805 0.020154481379789 0.125924685286878 0.7915
 0.9049]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"56.jpg,116.jpg"
"[1.0034560785998 0.103929343272862 0.431806261086342 0.244582324185292
 0.98241023 7.28164744116805 0.020154481379789 0.125924685286878 0.7915
 0.9049]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"56.jpg,16.jpg"
"[1.0034560785998 0.103929343272862 0.431806261086342 0.244582324185292
 0.98241023 7.28164744116805 0.020154481379789 0.125924685286878 0.7915
 0.9049]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"56.jpg,213.jpg"
"[1.0034560785998 0.103929343272862 0.431806261086342 0.244582324185292
 0.98241023 7.28164744116805 0.020154481379789 0.125924685286878 0.7915
 0.9049]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"56.jpg,127.jpg"
"[1.40572162704267 0.139346001864383 0.416754347696526 0.301060033060555
 0.269925597 6.86721810094242 0.0166276369377877 0.0822973630622123 0.8181
 0.8147]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"57.jpg,116.jpg"
"[1.40572162704267 0.139346001864383 0.416754347696526 0.301060033060555
 0.269925597 6.86721810094242 0.0166276369377877 0.0822973630622123 0.8181
 0.8147]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"57.jpg,16.jpg"
"[1.40572162704267 0.139346001864383 0.416754347696526 0.301060033060555
 0.269925597 6.86721810094242 0.0166276369377877 0.0822973630622123 0.8181
 0.8147]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"57.jpg,213.jpg"
"[1.40572162704267 0.139346001864383 0.416754347696526 0.301060033060555
 0.269925597 6.86721810094242 0.0166276369377877 0.0822973630622123 0.8181
 0.8147]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"57.jpg,127.jpg"
"[1.92623627179492 0.0853567986286615 0.59932291902987 0.18351020417563
 0.183912006 7.29937121633779 0.0319552133195759 0.0701999950137574 0.9452
 0.9156]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"58.jpg,116.jpg"
"[1.92623627179492 0.0853567986286615 0.59932291902987 0.18351020417563
 0.183912006 7.29937121633779 0.0319552133195759 0.0701999950137574 0.9452
 0.9156]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",1.0,"58.jpg,16.jpg"
"[1.92623627179492 0.0853567986286615 0.59932291902987 0.18351020417563
 0.183912006 7.29937121633779 0.0319552133195759 0.0701999950137574 0.9452
 0.9156]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"58.jpg,213.jpg"
"[1.92623627179492 0.0853567986286615 0.59932291902987 0.18351020417563
 0.183912006 7.29937121633779 0.0319552133195759 0.0701999950137574 0.9452
 0.9156]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"58.jpg,127.jpg"
"[0.944214263829034 0.0980793517415002 0.511578883861237 0.18736605370102
 0.263846906 7.38621318110693 0.0084941225700934 0.130290252429907 0.9304
 0.9704]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"59.jpg,116.jpg"
"[0.944214263829034 0.0980793517415002 0.511578883861237 0.18736605370102
 0.263846906 7.38621318110693 0.0084941225700934 0.130290252429907 0.9304
 0.9704]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"59.jpg,16.jpg"
"[0.944214263829034 0.0980793517415002 0.511578883861237 0.18736605370102
 0.263846906 7.38621318110693 0.0084941225700934 0.130290252429907 0.9304
 0.9704]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"59.jpg,213.jpg"
"[0.944214263829034 0.0980793517415002 0.511578883861237 0.18736605370102
 0.263846906 7.38621318110693 0.0084941225700934 0.130290252429907 0.9304
 0.9704]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"59.jpg,127.jpg"
"[0.345227994412589 0.207284347832186 0.574286105961009 0.221507495305859
 0.335285225 7.4082449115492 0.0259708271384491 0.107275006194884 0.8925
 0.9494]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"60.jpg,116.jpg"
"[0.345227994412589 0.207284347832186 0.574286105961009 0.221507495305859
 0.335285225 7.4082449115492 0.0259708271384491 0.107275006194884 0.8925
 0.9494]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"60.jpg,16.jpg"
"[0.345227994412589 0.207284347832186 0.574286105961009 0.221507495305859
 0.335285225 7.4082449115492 0.0259708271384491 0.107275006194884 0.8925
 0.9494]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"60.jpg,213.jpg"
"[0.345227994412589 0.207284347832186 0.574286105961009 0.221507495305859
 0.335285225 7.4082449115492 0.0259708271384491 0.107275006194884 0.8925
 0.9494]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"60.jpg,127.jpg"
"[0.342214354083144 0.0469475392863345 0.428554579872295 0.107491310731694
 1.239631422 6.56501169612302 0.0083275953736018 0.0750192796263982 0.9461
 0.9588]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"61.jpg,116.jpg"
"[0.342214354083144 0.0469475392863345 0.428554579872295 0.107491310731694
 1.239631422 6.56501169612302 0.0083275953736018 0.0750192796263982 0.9461
 0.9588]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"61.jpg,16.jpg"
"[0.342214354083144 0.0469475392863345 0.428554579872295 0.107491310731694
 1.239631422 6.56501169612302 0.0083275953736018 0.0750192796263982 0.9461
 0.9588]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"61.jpg,213.jpg"
"[0.342214354083144 0.0469475392863345 0.428554579872295 0.107491310731694
 1.239631422 6.56501169612302 0.0083275953736018 0.0750192796263982 0.9461
 0.9588]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"61.jpg,127.jpg"
"[1.5857562077446 0.195009021340581 0.587395044448648 0.183039464780274
 0.436422346 7.44861138511259 0.0221833258389159 0.0847208408277508 0.9074
 0.9205]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"62.jpg,116.jpg"
"[1.5857562077446 0.195009021340581 0.587395044448648 0.183039464780274
 0.436422346 7.44861138511259 0.0221833258389159 0.0847208408277508 0.9074
 0.9205]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"62.jpg,16.jpg"
"[1.5857562077446 0.195009021340581 0.587395044448648 0.183039464780274
 0.436422346 7.44861138511259 0.0221833258389159 0.0847208408277508 0.9074
 0.9205]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"62.jpg,213.jpg"
"[1.5857562077446 0.195009021340581 0.587395044448648 0.183039464780274
 0.436422346 7.44861138511259 0.0221833258389159 0.0847208408277508 0.9074
 0.9205]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"62.jpg,127.jpg"
"[0.502405271765774 0.239051424683114 0.530447078985835 0.248316316025175
 -1.464121793 7.31797944815992 0.0257740736386971 0.0705311346946362
 0.8462 0.8838]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"63.jpg,116.jpg"
"[0.502405271765774 0.239051424683114 0.530447078985835 0.248316316025175
 -1.464121793 7.31797944815992 0.0257740736386971 0.0705311346946362
 0.8462 0.8838]","[1.16726744586257 0.179925837970603 0.516776990450359 0.265619610605008
 0.115205713 7.75635184174599 0.0327890207086524 0.0868630626246809 0.769
 0.8985]",-1.0,"63.jpg,16.jpg"
"[0.502405271765774 0.239051424683114 0.530447078985835 0.248316316025175
 -1.464121793 7.31797944815992 0.0257740736386971 0.0705311346946362
 0.8462 0.8838]","[0.189372466130689 0.207217408006977 0.414637353721329 0.286069438466308
 -0.770859436 7.22628049966488 0.0204036462549587 0.081663020411708 0.7085
 0.7877]",-1.0,"63.jpg,213.jpg"
"[0.502405271765774 0.239051424683114 0.530447078985835 0.248316316025175
 -1.464121793 7.31797944815992 0.0257740736386971 0.0705311346946362
 0.8462 0.8838]","[0.743392366411157 0.158134761831354 0.396734355317886 0.25913972090332
 -0.129243769 7.2635055732462 0.0363470266299115 0.0732383900367552 0.7672
 0.8773]",-1.0,"63.jpg,127.jpg"
"[1.0011454319968 0.17019810391081 0.419437053524113 0.170353410889305
 -0.277716643 7.24852421944886 0.0117959979869796 0.137702960346354 0.8416
 0.8432]","[0.769839892322839 0.316532912947834 0.512238884125079 0.14942859314108
 -0.198293501 6.93659534744594 0.0193388809535848 0.0784632023797485
 0.8739 0.9201]",-1.0,"64.jpg,116.jpg"
